"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"L05000000284","SPECIALTY STAINLESS, LLC                        ","A","FLAL","           135 7TH STREET                            ","                                          ","HOLLY HILL                  ","FL","32117     ","  ","01012005"
"P05000000174","JC MASTER CONSTRUCTION CORP                     ","A","DOMP","           980 WEST 40 STREET                        ","                                          ","HIALEAH                     ","FL","33012     ","  ","01032005"
"L05000000294","COLONNADE GOLF VILLAS, LLC                      ","A","FLAL","           2950 TAMIAMI TRAIL NORTH                  ","SUITE 16                                  ","NAPLES                      ","FL","34103     ","US","01032005"
"L05000000304","COASTAL DESIGN FO CITRUS COUNTY LLC             ","A","FLAL","           605 NORTH LAKE CIRCLE                     ","                                          ","CRYSTAL RIVER               ","FL","34429     ","  ","01012005"
"L05000000314","DUSTIN LORE , LLC                               ","A","FLAL","           3105 CALLOWAY DR.                         ","                                          ","ORLANDO                     ","FL","32810     ","  ","01032005"
"L05000000324","DTG PROPERTIES, LLC                             ","A","FLAL","           12731 MEADOW PINE LANE                    ","                                          ","FORT MYERS                  ","FL","33913     ","US","01032005"
"L05000000334","AQUATIC MAINTENANCE SERVICES, LLC               ","A","FLAL","           2333 FEATHER SOUND DRIVE                  ","C606                                      ","CLEARWATER                  ","FL","33762     ","US","01032005"
"P05000000184","TIER ONE ADVISORY GROUP, INC.                   ","A","DOMP","           6300 EVERGREEN AVE                        ","                                          ","SEMINOLE                    ","FL","33772     ","US","01022005"
"P05000000194","HEALTH CONSCIOUS THERAPEUTIC MASSAGE INC.       ","A","DOMP","           2105 IRISE CT APT 306                     ","                                          ","ORLANDO                     ","FL","32807     ","  ","12302004"
"P05000000204","LICENSING & INVESTIGATIVE SERVICE ADMINISTRATORS","A","DOMP","           3884 OPEN CREEK COURT                     ","                                          ","JACKSONVILLE                ","FL","32224     ","US","01032005"
"L05000000344","ACCURATE POLYGRAPH, LLC                         ","A","FLAL","           7754 66TH STREET NORTH                    ","                                          ","PINELLAS PARK               ","FL","33781     ","  ","12302004"
"P05000000214","ARMALASER INC.                                  ","A","DOMP","           4811 LYONS TECHNOLOGY PARKWAY             ","SUITE 26                                  ","COCONUT CREEK               ","FL","33073     ","  ","01012005"
"N05000000014","VIPER NJROTC BOOSTER CLUB, INC.                 ","A","DOMN","P          C/O NANCY R. MATOS                        ","11363 SW 160 PL                           ","MIAMI                       ","FL","33196     ","  ","12302005"
"L05000000354","JOEY C'S FLOORING, LLC                          ","A","FLAL","           15274 SNOW MEMORIAL HWY                   ","                                          ","BROOKSVILLE                 ","FL","34601     ","  ","12302004"
"P05000000224","KONVEST CORP                                    ","A","DOMP","           14651 S. W. 160 COURT                     ","                                          ","MIAMI                       ","FL","33196     ","  ","12302004"
"P05000000234","DJR SERVICES, INC.                              ","A","DOMP","           6173 WESTGATE DRIVE                       ","501                                       ","ORLANDO                     ","FL","32825     ","US","01012005"
"P05000000244","MAJESTIC REALTY GROUP, INC.                     ","A","DOMP","           5 BAYBERRY DRIVE                          ","                                          ","ORMOND BEACH                ","FL","32174     ","US","01032005"
"P05000000254","R. S. WHOLESALE OF FLORIDA INC                  ","A","DOMP","           517 ROSEWOOD LANE                         ","                                          ","TAVARES                     ","FL","32771     ","  ","01032005"
"L05000000364","WESTWARD MANAGEMENT GROUP, LLC                  ","A","FLAL","           400 PARK AVENUE, 6TH FLOOR                ","                                          ","NEW YORK CITY               ","NY","10022     ","  ","01012005"
"F05000000004","TRANSMONTAIGNE SERVICES INC.                    ","A","FORP","           P.O. BOX 5660                             ","                                          ","DENVER                      ","CO","80217     ","  ","12302004"
"P05000000264","ABSOLUTE MARKETING CONCEPTS INC.                ","A","DOMP","           14064 SW 127TH COURT                      ","                                          ","MIAMI                       ","FL","33176     ","  ","01032005"
"P05000000274","VINYLROCK, INC                                  ","A","DOMP","           3105 WEST BRAINERD STREET                 ","                                          ","PENSACOLA                   ","FL","32505     ","US","01032005"
"P05000000284","LARRY LINARES, INC.                             ","A","DOMP","           1500 NE 56TH STREET                       ","#7                                        ","FT. LAUDERDALE              ","FL","33334     ","US","01012005"
"P05000000294","JONATHAN PFEFFER, P.A.                          ","A","DOMP","           3110 NE 2ND AVENUE                        ","SUITE 100                                 ","MIAMI                       ","FL","33137     ","US","12312004"
"P05000000304","OPENMLS, INC.                                   ","A","DOMP","           PO BOX 692631                             ","                                          ","ORLANDO                     ","FL","32869     ","US","01032005"
"N05000000024","EAGLE LIKE, INC.                                ","A","DOMN","P          2922 N.W. 16TH AVENUE                     ","SUITE # 2                                 ","MIAMI                       ","FL","33142     ","US","12312004"
"P05000000314","PALMER RANCH 4709 INC.                          ","A","DOMP","           630 CHESTNUT ST.                          ","                                          ","CLEARWATER                  ","FL","33756     ","US","01032005"
"P05000000324","ANGELL & COMPANY, INC.                          ","A","DOMP","           1958 CHURCH STREET                        ","                                          ","WEST PALM BEACH             ","FL","33409     ","  ","01032005"
"P05000000334","G. MICHAEL SIMON, CPA, P.A.                     ","A","DOMP","           1121 BLUEBIRD AVENUE                      ","                                          ","MIAMI SPRINGS               ","FL","33166     ","  ","01012005"
"L05000000374","GSB PROPERTY, LLC                               ","A","FLAL","           13710 CYPRESS TERRACE CIRCLE, #200        ","                                          ","FORT MYERS                  ","FL","33947     ","  ","12302004"
"P05000000344","SS & K UNLIMITED, INC.                          ","A","DOMP","           300 LATHAM ST. SE                         ","                                          ","PALM BAY                    ","FL","32909-8938","US","01032005"
"P05000000354","YOUNG'S FINE JEWELRY INC.                       ","A","DOMP","           15545 N W 12 PLACE                        ","                                          ","PEMBROKE PINES              ","FL","33028     ","  ","01032005"
"P05000000374","M.B. ASCH, INC.                                 ","A","DOMP","           4761 N W 28TH AVENUE                      ","                                          ","BOCA RATON                  ","FL","33434     ","US","01032005"
"P05000000384","J.F. CIVIL ENGINEERING, INC.                    ","A","DOMP","           6542 LOU DRIVE NORTH                      ","                                          ","JACKSONVILLE                ","FL","32216     ","US","01032005"
"A05000000024","STOKES LAND GROUP, LTD.                         ","A","DOML","P          4315 PABLO OAKS COURT, SUITE 1            ","                                          ","JACKSONVILLE                ","FL","32224     ","  ","12302004"
"P05000000394","CLOSED CAPTION LATINA, CORP                     ","A","DOMP","           404 SUMMIT RIDGE PLACE                    ","200                                       ","LONGWOOD                    ","FL","32779     ","  ","01032005"
"P05000000404","E-PACT ENVIRONMENTAL TESTING SERVICES, INC.     ","A","DOMP","           4700 SW 110TH AVENUE                      ","                                          ","FT. LAUDERDALE              ","FL","33328     ","US","01032005"
"P05000000414","CAPE CORAL LENDING, INC.                        ","A","DOMP","           1510 HANCOCK BRIDGE PKWY                  ","SUITE #4                                  ","CAPE CORAL                  ","FL","33990     ","US","01032005"
"P05000000364","EVORA PTA, INC.                                 ","A","DOMP","           11223 SW 129 PL                           ","                                          ","MIAMI                       ","FL","33186     ","  ","01032005"
"L05000000384","ELITE CONTRACTOR SUPPLY, LLC                    ","A","FLAL","           PO BOX 272922                             ","                                          ","BOCA RATON                  ","FL","33427     ","  ","12272004"
"P05000000424","RONDONIA CORPORATION                            ","A","DOMP","           9838 BIRNWOOD PLACE DRIVE                 ","#308                                      ","FORT MYERS                  ","FL","33912     ","  ","12302004"
"P05000000434","SUPER SIPES WINDOW CLEANING INC                 ","A","DOMP","           403 BEARED OAKS CIRCLE                    ","                                          ","SARASOTA                    ","FL","34232     ","  ","01012005"
"P05000000454","DO IT - ALL 4 U HANDYMAN CORP.                  ","A","DOMP","           5405 NW 158 TERRACE                       ","201                                       ","MIAMI                       ","FL","33014     ","  ","01032005"
"P05000000464","TINT PLUS, INC.                                 ","A","DOMP","           1507 GULF STREAM CIRCLE                   ","APT. #203                                 ","BRANDON                     ","FL","33511     ","US","01022005"
"P05000000474","ANNE'S ATTIC AUCTION, INC.                      ","A","DOMP","           3818 S. DALE MABRY HWY                    ","BRITTON PLAZA                             ","TAMPA                       ","FL","33611     ","  ","01032005"
"L05000000394","HYDE PARK EQUITY HOLDINGS, LLC                  ","A","FLAL","           901 S. NEWPORT                            ","                                          ","TAMPA                       ","FL","33606     ","  ","12302004"
"P05000000484","URBINA ALUMINUM, INC.                           ","A","DOMP","           2312 W COLLINS ST APT 204                 ","                                          ","TAMPA                       ","FL","33607     ","  ","01032005"
"P05000000504","ALLEXG USA INC                                  ","A","DOMP","           3898 E CNCORD STREET                      ","                                          ","ORLANDO                     ","FL","32803     ","  ","01032005"
"P05000000444","THERESA'S ENTERPRISES INC.                      ","A","DOMP","           2825 WILLIAMSBURG STREET                  ","                                          ","SARASOTA                    ","FL","34231     ","US","01032005"
"P05000000494","MAESTRO DATA INC.                               ","A","DOMP","           6503 N. MILITARY TRAIL                    ","SUITE 4205                                ","BOCA RATON                  ","FL","33496     ","  ","01032005"
"P05000000514","KIESINGER GROUP INC.                            ","A","DOMP","           4720 SE 15TH AVE                          ","205                                       ","CAPE CORAL                  ","FL","33904     ","US","01032005"
"P05000000524","DONE, INC. OF CENTRAL FLORIDA                   ","A","DOMP","           176 MORNING GLORY DRIVE                   ","                                          ","LAKE MARY                   ","FL","32746     ","US","01102005"
"P05000000544","RADIOWAVE PRODUCTIONS INC.                      ","A","DOMP","           P.O. BOX 222144                           ","                                          ","HOLLYWOOD                   ","FL","33022     ","US","01032005"
"M05000000014","SELECT HOTELS GROUP, L.L.C.                     ","A","FORL","           71 S. WACKER DRIVE, 14TH FLOOR            ","                                          ","CHICAGO                     ","IL","60606     ","  ","01032005"
"P05000000554","J.C. EMPIRE EMPIRE, INC                         ","A","DOMP","           771 TAMERLANE ST                          ","                                          ","DELTONA                     ","FL","32725     ","  ","12262004"
"P05000000574","TEDDY BEAR CONCESSIONS, INCORPORATED            ","A","DOMP","           2403 STATE STREET                         ","                                          ","TAMPA                       ","FL","33609     ","  ","01032005"
"L05000000414","PRESTON PROPERTIES, LLC                         ","A","FLAL","           4500 BLITCHTON ROAD, #67                  ","                                          ","OCALA                       ","FL","34482     ","  ","12232004"
"P05000000594","JOHN E HERDMAN, P A                             ","A","DOMP","           3820 NW 108TH DRIVE                       ","                                          ","CORAL SPRINGS               ","FL","33065     ","  ","01012005"
"F05000000014","D.C. FOAM RECYCLE, INCORPORATED                 ","A","FORP","           3761 COMMERCE DR STE 406                  ","                                          ","BALTIMORE                   ","MD","21227     ","  ","12272004"
"L05000000404","RAPTOR, LLC                                     ","A","FLAL","           7891 WEST FLAGLER STREET, #357            ","                                          ","MIAMI                       ","FL","33144     ","  ","01012005"
"P05000000614","CROCKER & TOWNS CITRUS & CATTLE COMPANY INC     ","A","DOMP","           3330 SAM ALLEN OAKS CIRCLE                ","                                          ","PLANT CITY                  ","FL","33565     ","  ","01012005"
"L05000000424","PLP RECOVERY, L.C.                              ","A","FLAL","           232 RUE DES LACS                          ","                                          ","TARPON SPRINGS              ","FL","34689     ","  ","01012005"
"P05000000624","DEVTECH INC.                                    ","A","DOMP","           4955 MIRAMAR ST.                          ","                                          ","COCOA                       ","FL","32927     ","US","01032005"
"P05000000634","WEDDINGS FROM THE HEART, INC                    ","A","DOMP","           1222 WINDSOR CIR                          ","                                          ","BRANDON                     ","FL","33510     ","  ","01032005"
"P05000000644","HAIR BY LE TULLE, INC.                          ","A","DOMP","           251 S CYPRESS RD, UNIT 127                ","                                          ","POMPANO BEACH               ","FL","33060     ","  ","01032005"
"P05000000654","BRIGHT DIAMOND, INC.                            ","A","DOMP","           400 LOCK RD., STE. 6                      ","                                          ","DEERFIELD BEACH             ","FL","33432     ","  ","01032005"
"P05000000664","MELKEV INVESTMENTS, INC.                        ","A","DOMP","           7600 E CYPRESS HEAD DR                    ","                                          ","PARKLAND                    ","FL","33067     ","  ","01032005"
"L05000000434","ABELLA TRUCKING, LLC                            ","A","FLAL","           BOX 145, 7040-25 SEMINOLE PRATT WHITNEY RD","                                          ","LOXAHATCHEE                 ","FL","33470-5714","  ","01012005"
"P05000000534","KMWALT4, INC.                                   ","A","DOMP","           8885 NAVARRE PARKWAY                      ","                                          ","NAVARRE                     ","FL","32566     ","US","01032005"
"P05000000564","QUICK RESPONSE MEDICAL EQUIPMENT AND SUPPLIES, C","A","DOMP","           1984 FOX COURT                            ","                                          ","WELLINGTON                  ","FL","33414     ","US","01032005"
"P05000000584","TOUCH OF HEAVEN BY ROSSIE INC.                  ","A","DOMP","           6016 NW 172 TERR CIRCLE                   ","                                          ","HIALEAH                     ","FL","33015     ","US","01032005"
"L05000000444","SANDROCK, LLC                                   ","A","FLAL","           20 N. ORANGE AVENUE, SUITE 600            ","                                          ","ORLANDO                     ","FL","32801     ","  ","01012005"
"P05000000684","DAVID PINEDA, INCORPORATED                      ","A","DOMP","           13960 SW 160TH AVE                        ","                                          ","MIAMI                       ","FL","33196     ","  ","01032005"
"N05000000034","76 ISLE OF VENICE, INC.                         ","A","DOMN","P          76 ISLE OF VENICE                         ","                                          ","FT LAUDERDALE               ","FL","33301     ","  ","01042005"
"L05000000464","NEW URBAN LIVING, L.L.C.                        ","A","FLAL","           709 LONE OAK DRIVE                        ","                                          ","PORT ORANGE                 ","FL","32127     ","  ","12272004"
"P05000000694","MUTUAL AUTOMOTIVE, INC.                         ","A","DOMP","           1301 S COLLINS STREET                     ","                                          ","PLANT CITY                  ","FL","33563-6513","  ","01032005"
"P05000000714","SLAGHUIS INC.                                   ","A","DOMP","           % SLAGHUIS MULTIMEDIA                     ","P O BOX 190792                            ","MIAMI BEACH                 ","FL","33119-0792","  ","01032005"
"L05000000484","TAYAND INVESTMENT GROUP, LLC                    ","A","FLAL","           100 E. LINTON BLVD., SUITE 506-B          ","                                          ","DELRAY BEACH                ","FL","33483     ","  ","01032005"
"P05000000604","CAMPEON GROUP, INC                              ","A","DOMP","           40 NE 1ST AVE                             ","SUITE 603                                 ","MIAMI                       ","FL","33132     ","  ","01012005"
"P05000000774","PAWSITIVE ATTITUDE CANINES, INC.                ","A","DOMP","           702 SWAN WAY                              ","                                          ","KISSIMMEE                   ","FL","34758     ","  ","01032005"
"P05000000674","JIM GRAHAM, P.A.                                ","A","DOMP","           9315 FOX HOLLOW LANE                      ","                                          ","WEEKI WACHEE                ","FL","34613     ","  ","01032005"
"L05000000454","GARCIA CONSTRUCTION L.L.C.                      ","A","FLAL","           1206 5ST NE                               ","                                          ","CAIRO                       ","GA","39828     ","  ","01032005"
"P05000000704","CHEF LABRADOR CULINARY SOLUTIONS CORP.          ","A","DOMP","           14960 COLLIER BLVD #2112                  ","                                          ","NAPLES                      ","FL","34119     ","  ","01032005"
"L05000000474","BMB PROPERTIES LLC                              ","A","FLAL","           9000 SW 152ND ST., STE 102                ","                                          ","MIAMI                       ","FL","33157     ","  ","12272004"
"P05000000724","FOREST HILLS FRESH SEAFOOD MARKET, INC.         ","A","DOMP","           2321 W LINEBAUGH AVE                      ","                                          ","TAMPA                       ","FL","33612     ","  ","01012005"
"P05000000734","ENG PRODUCTIONS INC                             ","A","DOMP","           2653 SW HAREM CIRCLE                      ","                                          ","PORT ST. LUCIE              ","FL","34953     ","  ","01032005"
"L05000000494","B & G FAMILY INVESTORS, LLC                     ","A","FLAL","           2973 W. EDGEWOOD AVENUE                   ","                                          ","JACKSONVILLE                ","FL","32209     ","  ","12222004"
"P05000000744","KIMBERLY A. MOORE P.A.                          ","A","DOMP","           355 SAGEWOOD DR                           ","                                          ","PORT ORANGE                 ","FL","32127     ","  ","12312004"
"P05000000754","TAINO ENGINEERING OF MIAMI, INC.                ","A","DOMP","           3494 EAST 4TH AVENUE #12                  ","                                          ","HIALEAH                     ","FL","33013     ","  ","01032005"
"L05000000504","NFM FRANCHISE, LLC                              ","A","FLAL","           1770 N.W. 64TH STREET, SUITE 500          ","                                          ","FT. LAUDERDALE              ","FL","33309     ","  ","01032005"
"P05000000764","C + P WOOD TIE, INC.                            ","A","DOMP","           13282 PEACEFUL ROAD                       ","                                          ","JACKSONVILLE                ","FL","32226     ","  ","01032005"
"P05000000005","PREMIER CONTRACTING US INC.                     ","A","DOMP","           3026 CONCHO DRIVE                         ","                                          ","PENSACOLA                   ","FL","32507     ","  ","12302004"
"P05000000015","STERLING SILVER SCAPE, INC.                     ","A","DOMP","           2201 PARTIN SETTLEMENT ROAD               ","                                          ","KISSIMMEE                   ","FL","34744     ","  ","12302004"
"L05000000005","SILVERADO PROPERTIES, LLC                       ","A","FLAL","           2255 U.S. 1 SOUTH                         ","                                          ","ST. AUGUSTINE               ","FL","32086-6071","  ","12292004"
"P05000000025","MIDNIGHT SUN IMPORTS, INC.                      ","A","DOMP","           1055 PARK ST                              ","                                          ","JACKSONVILLE                ","FL","32204     ","  ","12302004"
"A05000000005","FLORIDA INVESTORS LTD REAL ESTATE FUND I        ","A","DOML","P          10501 SIX MILE CYPRESS PARKWAY            ","SUITE 105K                                ","FORT MYERS                  ","FL","33912-6400","US","12302004"
"L05000000015","CRYSTAL MANAGEMENT, LLC                         ","A","FLAL","           44 COCONUT ROW, APARTMENT B217            ","                                          ","PALM BEACH                  ","FL","33480     ","  ","12302004"
"M05000000005","UNIVERSAL ENTERPRISES MIDWEST, LLC              ","A","FORL","           1650 LAKE COOK ROAD                       ","                                          ","DEERFIELD                   ","IL","60015     ","  ","12302004"
"P05000000035","DUGARCO PETROLEUM CO.                           ","A","DOMP","           2A AVENIDA LOS PALOS GRANDES              ","EDIFICIO PLAZA ATHENEE, PH1-B             ","CARACAS, 1062, VENEZUELA    ","  ","          ","  ","12302004"
"L05000000025","GARNET & GOLD CHARTERS, LLC                     ","A","FLAL","           4305 LEADVILLE CT.                        ","                                          ","AUGUSTA                     ","GA","30909     ","  ","12302004"
"P05000000045","ACCORD PERSONNEL STAFFING, INC.                 ","A","DOMP","           210 PARK AVE                              ","SUITE 1200                                ","OKLAHOMA CITY               ","OK","73102     ","  ","12302004"
"L05000000035","HORIZON WHOLESALE FOODS CASH & CARRY, L.L.C.    ","A","FLAL","           5976 MOORS OAKS DRIVE                     ","                                          ","MILTON                      ","FL","32583     ","  ","12302004"
"P05000000055","FLOWER TIME LANDSCAPING INC.                    ","A","DOMP","           1018 HAMPSHIRE AVE N.E                    ","                                          ","PLAM BAY                    ","FL","32905     ","US","01012005"
"N05000000005","SUNSHINE CRICKET  ASSOCIATION CORP              ","A","DOMN","P          233 ACADEMY DR                            ","                                          ","KISSIMMEE                   ","FL","34744     ","US","01012005"
"P05000000065","JSF HOME REMODELING, INC.                       ","A","DOMP","           1515 APPIAN DR.                           ","                                          ","PUNTA GORDA                 ","FL","33950-6503","  ","01032005"
"P05000000075","AAA FAMILY PRODUCE MARKET & GROCERIES, INC.     ","A","DOMP","           7620 S DIXIE HWY                          ","                                          ","WPB                         ","FL","33405     ","  ","12302004"
"P05000000085","PLATNIUM JANITORIAL & PORTER SERVICE INC.       ","A","DOMP","           7001 NW 16TH ST                           ","219                                       ","PLANTATION                  ","FL","33313     ","US","12302004"
"L05000000045","HILLCREST FARM, L.L.C.                          ","A","FLAL","           2601 SW 97TH PLACE                        ","                                          ","OCALA                       ","FL","34476     ","  ","12302004"
"P05000000095","GREEN'S MARINE & SPORTING GOODS, INC.           ","A","DOMP","           P. O. BOX 370                             ","                                          ","LAKE CITY                   ","FL","32056     ","  ","12302004"
"P05000000105","CHAD E. DORSEY, PA                              ","A","DOMP","           11451 NW 38 PLACE                         ","                                          ","SUNRISE                     ","FL","33323     ","  ","01012005"
"L05000000055","INDIGO MANOR HOLDINGS LLC                       ","A","FLAL","           11309 COUNTRYWAY BOULEVARD                ","SUITE 105                                 ","TAMPA                       ","FL","33626     ","  ","12292004"
"A05000000015","JLH FAMLIY LIMITED PARTNERSHIP                  ","A","DOML","P          310 S 21ST STREET                         ","                                          ","FT PIERCE                   ","FL","34950     ","  ","01032005"
"L05000000065","TCHIVIDJIAN AND ASSOCIATES, L.L.C.              ","A","FLAL","           3300 NORTH UNIVERSITY DRIVE               ","SUITE 404                                 ","CORAL SPRINGS               ","FL","33065     ","  ","12272004"
"P05000000115","A-BIX SERVICES, CORP                            ","A","DOMP","           3115 DELLCREST PL                         ","                                          ","LAKE MARY                   ","FL","32746     ","  ","01012005"
"L05000000075","LW TAMPA 857, LLC                               ","A","FLAL","           120 NEWPORT CENTER DRIVE                  ","SUITE 220                                 ","NEWPORT BEACH               ","CA","92660     ","  ","12302004"
"L05000000085","PROPERTY TITLE AND CLOSING SERVICES, LLC        ","A","FLAL","           3971 SW 8 STREET                          ","305                                       ","MIAMI                       ","FL","33134     ","  ","12302004"
"L05000000095","FT MYERS BEACH PLUMBING REPAIR LLC              ","A","FLAL","           15652 ROYAL COACH CIR                     ","                                          ","N FT MYERS                  ","FL","33917     ","  ","12302004"
"L05000000105","CYPRESS EQUIPMENT LLC                           ","A","FLAL","           3267 PROGRESS DR.                         ","                                          ","ORLANDO                     ","FL","32826     ","US","01012005"
"L05000000115","LEVY 2004, LLC                                  ","A","FLAL","           6427 EGRET TERRACE                        ","                                          ","COCONUT CREEK               ","FL","33073     ","  ","12302004"
"P05000000125","CM PROPERTIES OF TAMPA, INC.                    ","A","DOMP","           2910 WEST BAY TO BAY BOULEVARD, SUITE 200 ","                                          ","TAMPA                       ","FL","33629     ","  ","12302004"
"L05000000125","SUNNY ISLES PALACE, LLC                         ","A","FLAL","           1208A VFW PARKWAY                         ","SUITE 206                                 ","WEST ROXBURY                ","MA","02132     ","US","12302004"
"L05000000135","FIRST FAMILY RENTALS LLC                        ","A","FLAL","           48 RUSSELL LANE NO                        ","                                          ","ISLAMORADA                  ","FL","33036     ","  ","01032005"
"L05000000145","WAGNER & ASSOCIATES, LLC                        ","A","FLAL","           12300 SOUTH SHORE BLVD.                   ","SUITE 218                                 ","WELLINGTON                  ","FL","33414     ","  ","01012005"
"L05000000155","FULL SPECTRUM REAL ESTATE INVESTORS, LLC        ","A","FLAL","           PO BOX 771022                             ","                                          ","MIAMI                       ","FL","33177     ","US","01012005"
"L05000000165","TOPZ OFF, LLC                                   ","A","FLAL","           2533 BESSIE STREET                        ","                                          ","DELRAY BEACH                ","FL","33444     ","  ","12302004"
"P05000000135","THE HERNAN HARTOWICZ CORP INC                   ","A","DOMP","           8205 LAKE DRIVE                           ","A406                                      ","MIAMI                       ","FL","33166     ","  ","12302004"
"L05000000175","COMPASS FINANCIAL GROUP, LLC                    ","A","FLAL","           P.O. BOX 2527                             ","                                          ","BONITA SPRINGS              ","FL","34133     ","  ","12302004"
"L05000000185","HARRY'S CHARTERS, LLC                           ","A","FLAL","           7373 SPRING HILL DRIVE                    ","                                          ","SPRING HILL                 ","FL","34606     ","US","12302004"
"L05000000195","ALL STAR CONSTRUCTION, LLC                      ","A","FLAL","           513 SOUTH 19TH STREET                     ","203                                       ","DEFUNIAK SPRINGS            ","FL","32433     ","US","01032005"
"L05000000205","BOLTON FINANCIAL SERVICES LLC.                  ","A","FLAL","           2541 CENTERGATE DRIVE                     ","SUITE 102                                 ","MIRAMAR                     ","FL","33025     ","  ","01032005"
"L05000000215","SHARON MYERS LLC                                ","A","FLAL","           1401 S. E. 1ST STREET                     ","                                          ","POMPANO BEACH               ","FL","33060     ","US","12312004"
"L05000000225","WILLSON MARKETING LLC                           ","A","FLAL","           6278 N. FEDERAL HWY                       ","#490                                      ","FT. LAUDERDALE              ","FL","33308     ","  ","01012005"
"P05000000155","BRAVO FLYING SERVICE, INC.                      ","A","DOMP","           7382 SUNRISE BLV D.                       ","                                          ","KEYSTONE HEIGHTS            ","FL","32656     ","  ","12302004"
"L05000000245","MJ, LLC                                         ","A","FLAL","           2254 N. MILITARY TRAIL                    ","                                          ","WEST PALM BEACH             ","FL","33409     ","US","01032005"
"P05000000165","TWO MAN AND A PROJECTOR INC.                    ","A","DOMP","           3730 VILLAGE DRIVE                        ","SUITE B                                   ","DELRAY BEACH                ","FL","33445     ","  ","12302004"
"L05000000265","ENCOMPASS MARKETING, LLC                        ","A","FLAL","           4890 W KENNEDY BLVD                       ","260                                       ","TAMPA                       ","FL","33609     ","  ","01012005"
"P05000000145","CARTER REMODELING, INC.                         ","A","DOMP","           5814 CONGRESS COURT                       ","                                          ","GULF BREEZE                 ","FL","32563     ","US","01012005"
"L05000000255","ORMOND PARTNERS LLC                             ","A","FLAL","           3257 VALLEY ROAD                          ","                                          ","ATLANTA                     ","GA","30305-1152","US","12262004"
"L05000000275","NATIONS' ACCOUNTING & FINANCE LLC               ","A","FLAL","           5600 N FLAGLER DRIVE                      ","406                                       ","WEST PALM BEACH             ","FL","33407     ","  ","01012005"
"L05000000285","EVOKE DEVELOPMENT LLC                           ","A","FLAL","           P.O. BOX 19905                            ","                                          ","JACKSONVILLE                ","FL","32245     ","US","01012005"
"P05000000175","N'GE, INC.                                      ","A","DOMP","           331 N.E. 16TH AVENUE                      ","                                          ","BOYNTON BEACH               ","FL","33435     ","US","01012005"
"L05000000305","STELLA MANAGEMENT LLC                           ","A","FLAL","           1000 W. HORATIO STREET                    ","307                                       ","TAMPA                       ","FL","33606     ","US","01032005"
"L05000000315","AMERITRUST REALTY LLC                           ","A","FLAL","           910 WEST AVENUE                           ","#914                                      ","MIAMI BEACH                 ","FL","33139     ","  ","01032005"
"L05000000325","JOY'S TRUCKING LLC                              ","A","FLAL","           124-9050 NW 28 ST                         ","                                          ","CORAL SPRINGS               ","FL","33065     ","  ","01032005"
"L05000000335","RAINBOW PARTNERS, LLC                           ","A","FLAL","           3432 BRAHMA BULL CIRCLE N                 ","                                          ","JACKSONVILLE                ","FL","32207     ","US","01032005"
"P05000000185","JASON REID PASLEY ENTERPRISES, INC.             ","A","DOMP","           8800 FOWLER AVE                           ","STE A202                                  ","PENSACOLA                   ","FL","32534     ","US","01012005"
"L05000000235","HIT MAKERS MUSIC LLC                            ","A","FLAL","           P.O. BOX 840013                           ","                                          ","PEMBROKE PINES              ","FL","33084     ","US","01022005"
"L05000000295","BADKAYE, LLC                                    ","A","FLAL","           8552 THOUSAND PINES CT.                   ","                                          ","WEST PALM BEACH             ","FL","33411     ","  ","01032005"
"P05000000195","ZADOK DEVELOPMENT CORP                          ","A","DOMP","           4391 NW 19TH ST.                          ","474                                       ","LAUDERHILL                  ","FL","33313     ","  ","01032005"
"P05000000205","LJR HOLDINGS, INC.                              ","A","DOMP","           935 TOWN HALL AVENUE                      ","                                          ","JUPITER                     ","FL","33458     ","  ","12302004"
"L05000000345","BMJ PARTNERS, LLC                               ","A","FLAL","           160 INTERNATIONAL PARKWAY, SUITE 140      ","                                          ","HEATHROW                    ","FL","32746     ","  ","01012005"
"P05000000215","FLY-OUT INC.                                    ","A","DOMP","           3041 SW 134 CT                            ","                                          ","MIAMI                       ","FL","33175     ","US","01012005"
"L05000000355","ISICOFF,RAGATZ & KOENIGSBERG, P.L.              ","A","FLAL","           1101 BRICKELL AVENUE STE 800-SOUTH TOWER  ","                                          ","MIAMI                       ","FL","33131     ","  ","12302004"
"N05000000015","TALLAHASSEE EQUESTRIAN ASSOCIATION, INC.        ","A","DOMN","P          1300 THOMASWOOD DRIVE                     ","                                          ","TALLAHASSEE                 ","FL","32308     ","  ","12302004"
"P05000000235","ROBERT E. WILSON, P.A.                          ","A","DOMP","           9062 WHITFIELD DRIVE                      ","                                          ","ESTERO                      ","FL","33928     ","US","01012005"
"L05000000365","ARNOLD ENTERPRISE'S LLC                         ","A","FLAL","           7823 FERNLEAF DR.                         ","                                          ","ORLANDO                     ","FL","32836     ","  ","12302004"
"P05000000225","JAMES BALL INSURANCE INC.                       ","A","DOMP","           211 NOKOMIS AVE S                         ","                                          ","VENICE                      ","FL","34285     ","US","01032005"
"P05000000245","R.L. SYLER, INC.                                ","A","DOMP","           88 FAIRVIEW WEST                          ","                                          ","TEQUESTA                    ","FL","33469     ","US","01012005"
