"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"P05000077824","SPI CORPORATION                                 ","A","DOMP","           P.O. BOX 380907                           ","                                          ","MURDOCK                     ","FL","33938     ","US","06012005"
"L05000053434","DREWMARK PROPERTIES LLC                         ","A","FLAL","           15228 KESTRELRISE DRIVE                   ","                                          ","LITHIA                      ","FL","33547     ","US","05312005"
"L05000053524","EGM ENTERPRISES, LLC                            ","A","FLAL","           C/O PERLMAN, YEVOLI & ALBRIGHT, P.L.      ","1500 NORTH FEDERAL HIGHWAY, SUITE 250     ","FORT LAUDERDALE             ","FL","33304     ","  ","05272005"
"P05000078014","ADRIAN SANCHEZ AUTO REPAIR  INC.                ","A","DOMP","           1985 TUCKER RD                            ","                                          ","WEST PALM BEACH             ","FL","33406     ","US","05272005"
"L05000053534","A TAYLOR MADE LAWN SERVICE, LLC                 ","A","FLAL","           670 N COURTENAY PARKWAY, SUITE 17C        ","                                          ","MERRITT ISLAND              ","FL","32953     ","  ","05232005"
"P05000078024","PARTY IS ON! INC.                               ","A","DOMP","           2740 ENTERPRISE RD                        ","                                          ","ORANGE CITY                 ","FL","32763     ","  ","05232005"
"F05000003174","DELMA LAKESIDE PLAZA IV, CORP.                  ","A","FORP","           % DELMA PROPERTIES, INC.                  ","80 MAIDEN LANE, SUITE 2205                ","NEW YORK                    ","NY","10038     ","  ","05272005"
"P05000078034","MAN AUTO SERVICES, INC                          ","A","DOMP","           428 S DIXIE HWY EAST SIDE                 ","                                          ","POMPANO BEACH               ","FL","33060     ","US","05232005"
"P05000078054","PRIME JANITORIAL SOLUTIONS, INC.                ","A","DOMP","           6033 OAKSHADOW ST.                        ","14101                                     ","ORLANDO                     ","FL","32835     ","  ","05272005"
"L05000053424","UNITY HOME SOLUTIONS, LLC                       ","A","FLAL","           5629 BEVERLY RISE BLVD                    ","                                          ","LAKELAND                    ","FL","33813     ","US","06012005"
"P05000077954","C.B. MILUM CORP                                 ","A","DOMP","           2800 MILUM DRIVE                          ","                                          ","LAKEPORT                    ","FL","33471     ","US","05272005"
"P05000077994","FRIDERICH & ASSOCIATES, INC                     ","A","DOMP","           200 PALM CIRCLE WEST                      ","APT 305                                   ","PEMBROKE PINES              ","FL","33025     ","US","05272005"
"P05000078044","ANDREW'S NATURAL PRODUCTS INC.                  ","A","DOMP","           1117 WEBB DR                              ","                                          ","CLEARWATER                  ","FL","33755     ","  ","05212005"
"L05000053544","TARPIN DRYWALL MTL. STP, STUDIO, LLC            ","A","FLAL","           3410 N. ALHAMBRA CIR.                     ","                                          ","NAPLES                      ","FL","34103     ","  ","05232005"
"P05000078094","PLR HOME SERVICE, INC.                          ","A","DOMP","           5401 SW 116 AVE.                          ","                                          ","MIAMI                       ","FL","33165     ","  ","05312005"
"P05000078114","SPRINKLES, INC.                                 ","A","DOMP","           3664 ALDER DRIVE                          ","C-2                                       ","WEST PALM BEACH             ","FL","33417     ","  ","05312005"
"P05000078124","WHODANY, INC.                                   ","A","DOMP","           100 LINCOLN RD                            ","1007                                      ","MIAMI BEACH                 ","FL","33139     ","  ","05312005"
"P05000078134","DELUXE REAL ESTATE INSPECTORS, INC.             ","A","DOMP","           P.O. BOX 1959                             ","                                          ","LEHIGH ACRES                ","FL","33970     ","US","05292005"
"P05000078144","JB & D BUSINESS TRADING, INC.                   ","A","DOMP","           2613 BROOKSHIRE CT                        ","                                          ","KISSIMMEE                   ","FL","34746     ","US","05312005"
"L05000053474","PAPA MIKE LLC                                   ","A","FLAL","           315 MAGNOLIA DRIVE                        ","                                          ","CLEARWATER                  ","FL","33756     ","  ","05272005"
"P05000077904","ICE CANES, INC.                                 ","A","DOMP","           4301 OCEAN BEACH BLVD                     ","                                          ","COCOA BEACH                 ","FL","32931     ","  ","05272005"
"L05000053494","BDR REALTY DEVELOPMENT LLC                      ","A","FLAL","           11555 CENTRAL PARKWAY, SUITE 504          ","                                          ","JACKSONVILLE                ","FL","32224     ","  ","05272005"
"M05000002894","SCHECK FAMILY HOLDINGS LLC                      ","A","FORL","           215 S.E. 10TH AVENUE                      ","                                          ","HIALEAH                     ","FL","33010     ","  ","06161999"
"N05000005594","VERANO AT DELRAY CONDOMINIUM ASSOCIATION, INC.  ","A","DOMN","P          1805 PALM COVE BLVD                       ","                                          ","DELRAY BEACH                ","FL","33445     ","  ","05272005"
"P05000078084","J. MICHAEL DAILY, CPA, P.A.                     ","A","DOMP","           2240 BELLEAIR RD STE 140                  ","                                          ","CLEARWATER                  ","FL","33764     ","  ","05312005"
"P05000078164","CATEDRAL DUCT DESIGNS, CORP                     ","A","DOMP","           11261 SW 7 TERRACE                        ","                                          ","MIAMI                       ","FL","33174     ","  ","05272005"
"P05000078184","YOUTH  TOYS INC                                 ","A","DOMP","           2040 NE 163RD                             ","SUITE 307 A                               ","NORTH MIAMI BEACH           ","FL","33162     ","  ","05302005"
"L05000053554","LUPA INTERNATIONAL SALES LLC                    ","A","FLAL","           8351 NW 64TH STREET                       ","                                          ","MIAMI                       ","FL","33166     ","  ","05272005"
"P05000078194","PROTECTION SECURITY SYSTEMS CORPORATION         ","A","DOMP","           120 ROYAL PALM RD UNIT 210                ","                                          ","HIALEAH GARDENS             ","FL","33016     ","  ","05272005"
"P05000077914","RAMIREZ MAX, INC.                               ","A","DOMP","           1850 US HWY. 441                          ","                                          ","LEESBURG                    ","FL","34748     ","  ","05272005"
"P05000078104","RM PAINTING SOLUTIONS, INC                      ","A","DOMP","           1574 NE 182 STREET                        ","                                          ","NORTH MIAMI                 ","FL","33162     ","  ","05312005"
"P05000078204","A. WOODHAM INC.                                 ","A","DOMP","           15880 SW 3RD  COURT                       ","202                                       ","PEMBROKE PINES              ","FL","33027     ","US","05312005"
"L05000053564","JAYCO HOLDINGS LLC                              ","A","FLAL","           1108 HIGHLAND BEACH RD #2                 ","                                          ","HIGHLAND BEACH              ","FL","33487-3382","  ","05232005"
"P05000078214","POWERHOUSE EQUIPMENT SALES & SERVICE, INC.      ","A","DOMP","           1320 N.W. 23 AVE                          ","                                          ","FORT. LAUDERDALE            ","FL","33311     ","  ","05312005"
"P05000078224","YOUNG CORP.                                     ","A","DOMP","           205 KITTERY LN.                           ","                                          ","APOPKA                      ","FL","32703     ","  ","05272005"
"P05000078234","MARY H. BIRCHLER, P.A.                          ","A","DOMP","           3430 HEARDS FERRY DRIVE                   ","                                          ","TAMPA                       ","FL","33618     ","US","05312005"
"P05000078254","RIVERA'S MARINE CORP.                           ","A","DOMP","           5741 FARRAGUT STREET                      ","                                          ","HOLLYWOOD                   ","FL","33021     ","  ","05272005"
"L05000053574","CHRIS WILLIAMS FLOORING LLC                     ","A","FLAL","           6076 SAVAGE STREET                        ","                                          ","ST. CLOUD                   ","FL","34771     ","  ","05192005"
"P05000078264","CUSTOM TEES N MORE, INC.                        ","A","DOMP","           P.O. BOX 3063                             ","                                          ","PLANT CITY                  ","FL","33563     ","  ","05272005"
"P05000078064","REMAR CONSTRUCTION GROUP, INC.                  ","A","DOMP","           9510 SW 26 DR                             ","                                          ","MIAMI                       ","FL","33165     ","US","05272005"
"P05000078074","DYNAMIC CASINGS AND DRILLING SUPPLIES INC.      ","A","DOMP","           3959 VAN DYKE RD.                         ","SUITE 215                                 ","LUTZ                        ","FL","33558     ","US","05262005"
"P05000078154","CHEEMA INVESTMENTS CORP.                        ","A","DOMP","           8301 NW 197 STREET                        ","                                          ","MIAMI                       ","FL","33015     ","  ","05292005"
"L05000053594","GARAGE STORAGE CABINETS PLUS OF SOUTH FLORIDA, L","A","FLAL","           2696 SE WILLOUGHBY BLVD.                  ","                                          ","STUART                      ","FL","34994     ","  ","05192005"
"P05000078314","KINZIE-RIEHM, INC.                              ","A","DOMP","           2029 WOODLAWN DR                          ","                                          ","ORLANDO                     ","FL","32803     ","  ","05312005"
"P05000078324","PROFESSIONAL BUILDERS MASONRY, INC.             ","A","DOMP","           5627 DIANTHUS ST                          ","                                          ","GREEN COVE SPRINGS          ","FL","32043     ","  ","05272005"
"L05000053604","335 BEARD STREET, LLC                           ","A","FLAL","           335 BEARD STREET                          ","                                          ","TALLAHASSEE                 ","FL","32303     ","  ","05312005"
"P05000078344","THE URBAN WAREHOUSE INC                         ","A","DOMP","           2776 N.W. 84TH AVE                        ","                                          ","LAUDERDALE LAKES            ","FL","33311     ","  ","05272005"
"P05000078354","SKIN THERAPIE SPA, INC.                         ","A","DOMP","           2735 PONCE DE LEON BLVD.                  ","                                          ","CORAL GABLES                ","FL","33134     ","  ","05272005"
"A05000001074","THE TOBLER FAMILY LIMITED PARTNERSHIP           ","A","DOML","P          378 ANDERSTON STREET NE                   ","                                          ","LAKE PLACID                 ","FL","33852     ","  ","05242005"
"P05000078174","INVERSIONES LATINAS, INC                        ","A","DOMP","           777 CHASE RD                              ","                                          ","WEST PALM BEACH             ","FL","33415     ","  ","05302005"
"P05000078374","CLERSAINT HOME CARE SERVICES, INC.              ","A","DOMP","           6624 SWYEAR COURT                         ","                                          ","ORLANDO                     ","FL","32818     ","  ","05312005"
"P05000078384","PHILLIPS & BURNS FINANCIAL, INC.                ","A","DOMP","           5700 MEMORIAL HIGHWAY                     ","SUITE 201                                 ","TAMPA                       ","FL","33615     ","  ","05312005"
"L05000053614","QUARK ASSOCIATES LLC                            ","A","FLAL","           2201 SOUTH OCEAN DRIVE, SUITE 2701        ","                                          ","HOLLYWOOD                   ","FL","33019     ","  ","05312005"
"N05000005614","APOSTOLATE OF THE PRECIOUS BLOOD, INC.          ","A","DOMN","P          PO BOX 3372                               ","                                          ","TALLAHASSEE                 ","FL","32315-3372","  ","05312005"
"P05000078244","SOUTHEAST FLORIDA MARKETING INC                 ","A","DOMP","           17233 SW 144TH COURT                      ","                                          ","MIAMI                       ","FL","33177     ","US","05242005"
"P05000078274","REILLY TREETS STUMPS & BOBCAT INC.              ","A","DOMP","           315 NW 23RD STREET                        ","                                          ","BOCA RATON                  ","FL","33431     ","  ","05272005"
"P05000078284","TRUE2LIFE, INC.                                 ","A","DOMP","           5684 CALAIS LN                            ","                                          ","ST PETERSBURG               ","FL","33714     ","  ","05272005"
"P05000078294","WE BUY HOUSES OF SOUTH FLORIDA INC.             ","A","DOMP","           14223 SW 80 AVE                           ","                                          ","PALMETTO                    ","FL","33158     ","  ","05272005"
"L05000053584","BENNETT MILLER INVESTMENT PROPERTIES, LLC       ","A","FLAL","           1600 REYNOLDS ROAD                        ","                                          ","QUINCY                      ","FL","32351     ","  ","05312005"
"P05000078304","MACH 3 COMPUTER SERVICES, INC.                  ","A","DOMP","           1589 SILHOUETTE DR.                       ","                                          ","CLERMONT                    ","FL","34711     ","  ","05272005"
"P05000078334","PHOENIX RISK MANAGEMENT USA CORP.               ","A","DOMP","           2206 JO AN DRIVE SUITE 4                  ","                                          ","SARASOTA                    ","FL","34231     ","  ","05312005"
"N05000005604","WILLIAMS PLACE OF CLERMONT HOMEOWNERS' ASSOCIATI","A","DOMN","P          1135 EAST AVE.                            ","                                          ","CLERMONT                    ","FL","34711     ","  ","05272005"
"M05000002904","CH SUNBELT HOTEL PARTNERS, LLC                  ","A","FORL","           5120 VIRGINIA WAY, BLDG. C-21             ","                                          ","BRENTWOOD                   ","TN","37027     ","  ","05312005"
"P05000078364","SEXY SLIM WALKER, INC.                          ","A","DOMP","           3213 SOUTH OLIVE AVE.                     ","                                          ","W. PALM BEACH               ","FL","33405     ","  ","05312005"
"P05000078394","GENERATION WSB, INC.                            ","A","DOMP","           1144 SE 16TH ST.                          ","                                          ","OCALA                       ","FL","34471-4505","  ","05312005"
"L05000053135","LAKESIDE 6, LLC                                 ","A","FLAL","           4703 SEASTAR VISTA                        ","                                          ","DESTIN                      ","FL","32541     ","  ","05272005"
"N05000005575","PARTNERS FOR SOLUTIONS OF SOUTH FLORIDA, INC.   ","A","DOMN","P          13341 S.W. 19TH STREET                    ","                                          ","MIRAMAR                     ","FL","33027     ","  ","05272005"
"L05000053105","MDD SOUTHEAST, LLC                              ","A","FLAL","           19611 NORTH 40TH LANE                     ","                                          ","GLENDALE                    ","AZ","85308     ","  ","05272005"
"P05000077665","QUAIL ROOST HUNTER FARM & SPORT HORSE BREEDERS I","A","DOMP","           1201 WILLINGHAM RD                        ","                                          ","CHULUOTA                    ","FL","32766     ","  ","05272005"
"M05000002885","SECRET LAKE LAND COMPANY, LLC                   ","A","FORL","           1105 SCHROCK ROAD, SUITE 206              ","                                          ","COLUMBUS                    ","OH","43299     ","  ","05192005"
"N05000005565","SOUTHWEST UNIVERSE ALL STAR CHEER AND DANCE ACAD","A","DOMN","P          1240 MICCOSUKEE TRAIL                     ","                                          ","LABELLE                     ","FL","33935     ","  ","05272005"
"P05000077675","SLIPCARE, INC.                                  ","A","DOMP","           1828 NE VAN LOON TERRACE                  ","                                          ","CAPE CORAL                  ","FL","33909     ","  ","05272005"
"P05000077685","NO. 1 NEW YORK PIZZA, INC.                      ","A","DOMP","           16175 SW 17TH AVE.                        ","                                          ","OCALA                       ","FL","34473     ","  ","06062005"
"L05000053115","C.O. LITTLE INVESTMENTS, LLC                    ","A","FLAL","           1377 PERTH ROAD                           ","                                          ","JACKSONVILLE                ","FL","32221     ","  ","05272005"
"P05000077695","RUNG LEUNG INC                                  ","A","DOMP","           201 SW FEDERAL HWY                        ","                                          ","STUART                      ","FL","34994     ","  ","05272005"
"P05000077705","TOP PRIORITY MORTGAGE & INVESTMENTS INC.        ","A","DOMP","           1525 S.W. 101 WAY #304                    ","                                          ","PEMBROKE PINES              ","FL","33025     ","  ","05272005"
"A05000001065","UST XV GP, LTD.                                 ","A","DOML","P          5211 INTERNATIONAL DRIVE                  ","C/O ESTEIN & ASSOCIATES USA, LTD.         ","ORLANDO                     ","FL","32819     ","  ","05272005"
"L05000053125","BAY GROVE SERVICES, L.L.C.                      ","A","FLAL","           403 VONDERBURG DRIVE                      ","                                          ","BRANDON                     ","FL","33511     ","  ","05272005"
"P05000077715","BERKSHIRE EYE CARE, P.A.                        ","A","DOMP","           2005 DEERFIELD CIRCLE                     ","                                          ","NAPLES                      ","FL","34109     ","  ","05262005"
"P05000077725","JAMCHEK,  CORP                                  ","A","DOMP","           1406 ALWYNNE DRIVE                        ","                                          ","LEHIGH ACRES                ","FL","33936     ","  ","05272005"
"P05000077735","PSYCHUOUS CONCEPTS, INC.                        ","A","DOMP","           2806 VERONIA DR - STE 104                 ","                                          ","PALM BEACH GARDENS          ","FL","33410     ","  ","05272005"
"L05000053145","L A G INVESTMENTS LLC                           ","A","FLAL","           1085 ADAMS AVENUE                         ","                                          ","KEY LARGO                   ","FL","33037     ","  ","05272005"
"L05000053155","CONCH HOUSE ASSOCIATES, LLC                     ","A","FLAL","           644 CESERY BOULEVARD STE 300              ","                                          ","JACKSONVILLE                ","FL","32211     ","  ","05272005"
"P05000077745","TR-COUNTY URGENT CARE INC.                      ","A","DOMP","           2750 WEST 68 STREET                       ","SUITE 206                                 ","HIALEAH                     ","FL","33016     ","  ","05272005"
"L05000053165","ROSENBERG MANAGEMENT SERVICES, L.L.C.           ","A","FLAL","           3874 BEECHGROVE ROAD                      ","                                          ","MELBOURNE                   ","FL","32934-8542","US","05272005"
"L05000053175","BARB'S AROMATHERAPY, LLC                        ","A","FLAL","           10393 SW 138TH PLACE                      ","                                          ","MIAMI                       ","FL","33186     ","  ","05272005"
"L05000053185","WEBMAC, LLC                                     ","A","FLAL","           2001 FLORIDA AVE                          ","                                          ","WEST PALM BEACH             ","FL","33401     ","US","05272005"
"P05000077755","EMERALD COAST SCHOOL OF MASSAGE AND HEALTH CARE ","A","DOMP","           351 MARY ESTHER BLVD.                     ","SUITE 7                                   ","MARY ESTHER                 ","FL","32569     ","  ","05272005"
"L05000053195","PENNY INVESTMENTS, LLC                          ","A","FLAL","           4625 SOUTHWINDS DRIVE                     ","                                          ","MIRAMAR BEACH               ","FL","32550     ","  ","05272005"
"L05000053205","LA BUENAVIDA, LLC                               ","A","FLAL","           5851 NORTH BAYSHORE DRIVE                 ","                                          ","MIAMI                       ","FL","33137     ","US","05272005"
"L05000053215","TAYLOR'D FLOOR COVERING LLC                     ","A","FLAL","           10112 LAKE VIEW RD W                      ","                                          ","JACKSONVILLE                ","FL","32225     ","US","05272005"
"L05000053225","CLOUTIER ENTERPRISES, LLC                       ","A","FLAL","           21984 ALTONA DRIVE                        ","                                          ","BOCA RATON                  ","FL","33428     ","  ","05272005"
"L05000053235","VALIRA, LLC.                                    ","A","FLAL","           5565 NW 112 PATH                          ","                                          ","DORAL                       ","FL","33178     ","  ","05272005"
"P05000077765","MAKA USA INC                                    ","A","DOMP","           6911 SW 147TH AVE                         ","                                          ","MIAMI                       ","FL","33193     ","  ","05272005"
"L05000053245","WALTERS RESOURCES, LLC                          ","A","FLAL","           13726 STAGHORN ROAD                       ","                                          ","TAMPA                       ","FL","33626     ","US","05272005"
"L05000053255","MACBRO CAPITAL INVESTMENTS LLC                  ","A","FLAL","           1360 SE 3RD TERR                          ","                                          ","POMPANO BEACH               ","FL","33060     ","US","05272005"
"N05000005585","NEW HOPE COUNSELING INC                         ","A","DOMN","P          1052 SEMORAN BLVD                         ","                                          ","CASSELBERRY                 ","FL","32707     ","US","06012005"
"P05000077775","PJNSB COMPANY                                   ","A","DOMP","           421 S ATLANTIC AVE                        ","                                          ","NEW SMYRNA BEACH            ","FL","32169     ","  ","05272005"
"L05000053265","RAILROAD EMPORIUM, LLC                          ","A","FLAL","           2240 FRONT STREET                         ","UNIT 303                                  ","MELBOURNE                   ","FL","32901     ","  ","05232005"
"P05000077785","ANGIE'S APARTMENTS INC.                         ","A","DOMP","           5977 SW 112 TH LANE                       ","                                          ","COOPER CITY                 ","FL","33330     ","US","05272005"
"L05000053285","THE WORTHINGTON GROUP OF FLORIDA, LLC           ","A","FLAL","           9240 MARKET PLACE ROAD                    ","SUITE #2                                  ","FORT MYERS                  ","FL","33912     ","US","05262005"
"L05000053295","CLAIR'S FASHION LLC                             ","A","FLAL","           129 N FEDERAL HWY                         ","SUITE 200                                 ","LAKE WORTH                  ","FL","33460     ","  ","05282005"
"L05000053275","ACE AFFORDABLE FLOORS, LLC                      ","A","FLAL","           7028 W WATERS AVE  SUITE 259              ","                                          ","TAMPA                       ","FL","33634     ","US","05272005"
"L05000053325","TEE TIME GRILL, LLC                             ","A","FLAL","           2061 SE ERWIN RD.                         ","                                          ","PORT ST LUCIE               ","FL","34952     ","  ","05272005"
"L05000053335","MICHAEL CARROLL ALLSTATE AGENCY LLC             ","A","FLAL","           8532 SW HWY 200                           ","                                          ","OCALA                       ","FL","34481     ","  ","05312005"
"L05000053345","HIGH RIDGE I LLC                                ","A","FLAL","           3 DANBY PLACE                             ","                                          ","BOYNTON BEACH               ","FL","33426     ","  ","05312005"
"P05000077815","YARN EXPRESS INC                                ","A","DOMP","           4784 SW 75TH AVE                          ","                                          ","MIAMI                       ","FL","33155     ","  ","05272005"
"L05000053365","CENTRAL FLORIDA ROOFING PROFESSIONALS, LLC      ","A","FLAL","           952 W. CHARING CROSS CIRCLE               ","                                          ","LAKE MARY                   ","FL","32746     ","US","06012005"
"L05000053375","EFFORTLESS INVESTMENTS MGT., LLC                ","A","FLAL","           5703 W. VINE AVE                          ","                                          ","VISALIA                     ","CA","93291     ","  ","05312005"
"L05000053385","JAY'S EXTERMINATING SERVICE, LLC                ","A","FLAL","           2840 NW 135TH STREET                      ","                                          ","OPA LOCKA                   ","FL","33054     ","US","05312005"
"L05000053415","VENTUS PUBLISHING LLC                           ","A","FLAL","           300 WILSHIRE BLVD                         ","SUITE 221                                 ","CASSELBERRY                 ","FL","32707     ","US","05262005"
"P05000077835","MOORE STUDIOS INC.                              ","A","DOMP","           P.O. BOX 10772                            ","                                          ","MIAMI                       ","FL","33101     ","  ","05272005"
"P05000077795","LOS PAISANOS PRODUCTION, INC                    ","A","DOMP","           104 E BROAD ST                            ","                                          ","GROVELAND                   ","FL","34736     ","  ","05272005"
"L05000053305","UNIVERSAL SECURE APPLICATIONS, LLC              ","A","FLAL","           6200 SOUTH TAMIAMI TRAIL                  ","                                          ","SARASOTA                    ","FL","34231     ","  ","05232005"
"L05000053425","FLYING ARROW, LLC                               ","A","FLAL","           9923 S. EVANS POINT                       ","                                          ","INVERNESS                   ","FL","34452     ","US","05312005"
"L05000053435","TRADITIONS MANAGEMENT OF FLORIDA, LLC           ","A","FLAL","           246 2ND STREET NORTH                      ","                                          ","SAFETY HARBOR               ","FL","34695     ","US","05302005"
"L05000053445","NORTH FLORIDA TRIM & HARDI-BOARD, LLC           ","A","FLAL","           175 SW MEADOW TERRACE                     ","                                          ","LAKE CITY                   ","FL","32024     ","  ","06012005"
"L05000053465","CANADY AND KELLY BUILDING, LLC                  ","A","FLAL","           P.O. BOX 5200                             ","                                          ","VERO BEACH                  ","FL","32961     ","US","05252005"
"P05000077845","CATHOLIC WORLD BOOKS, INC.                      ","A","DOMP","           400 CAPITAL CIRCLE SE                     ","SUITE 18287                               ","TALLAHASSEE                 ","FL","32301     ","US","05272005"
"P05000077855","ZAPHIRA, INC.                                   ","A","DOMP","           3201 NE 183RD STREET #2708                ","                                          ","AVENTURA                    ","FL","33160     ","  ","05242005"
"P05000077885","PALM BAY PAIN & RELIEF CENTER, INC.             ","A","DOMP","           3766 NE 3RD AVENUE                        ","                                          ","POMPANO BEACH               ","FL","33064     ","  ","05272005"
"P05000077895","BELLA REAL ESTATE, INC.                         ","A","DOMP","           18841 SW 29TH COURT                       ","                                          ","MIRAMAR                     ","FL","33029     ","  ","05272005"
"P05000077805","J & S TECHNOLOGY, INC.                          ","A","DOMP","           6176 SUGAR LOAF LANE                      ","                                          ","WEST PALM BEACH             ","FL","33411     ","  ","06012005"
"L05000053315","HDC PARTNERS, LLC                               ","A","FLAL","           2804 TARFLOWER WAY                        ","                                          ","NAPLES                      ","FL","34105     ","US","05312005"
"L05000053395","SCHUMACHER HOMES, LLC                           ","A","FLAL","           81 OAKLEIGH DR.                           ","                                          ","MAITLAND                    ","FL","32751     ","  ","05312005"
"P05000077825","WILLIAMS ENGINEERING OF BREVARD, INC.           ","A","DOMP","           8223 SIMPKINS WAY                         ","                                          ","MELBOURNE                   ","FL","32940     ","US","05272005"
"P05000077905","ANTONIO'S JEWELRY BY BRAZIL INC.                ","A","DOMP","           6901 DELLA DR. UNIT 24                    ","                                          ","ORLANDO                     ","FL","32819     ","  ","05272005"
"P05000077935","GEMMEN, CORP.                                   ","A","DOMP","           1708 NE 15TH TER                          ","                                          ","GAINESVILLE                 ","FL","32609     ","US","05272005"
"L05000053485","HOLLEY CONSTRUCTION, LLC                        ","A","FLAL","           3944 U.S HIGHWAY 331 NORTH                ","                                          ","DEFUNIAK SPRINGS            ","FL","32433     ","  ","05232005"
"P05000077945","ESQUIRE COMPACTORS, INC.                        ","A","DOMP","           20283 STATE ROAD 7                        ","ST 300                                    ","BOCA RATON                  ","FL","33498     ","  ","05272005"
"P05000077955","AMERICORP AUTO GROUP, INC.                      ","A","DOMP","           4067 NE 6TH AVENUE                        ","                                          ","OAKLAND PARK                ","FL","33334     ","US","05272005"
"L05000053495","TERRA ASHLEY PROPERTIES, LLC                    ","A","FLAL","           15415 SW 77 CIRCLE LANE, #101             ","                                          ","MIAMI                       ","FL","33193     ","  ","05272005"
"L05000053355","DESIGN AFICIONADO LLC                           ","A","FLAL","           2000 N. CONFERENCE DRIVE                  ","                                          ","BOCA RATON                  ","FL","33486     ","  ","05312005"
"L05000053405","DEWEY EVANS #24, LLC                            ","A","FLAL","           307 TEQUESTA DRIVE                        ","                                          ","TEQUESTA                    ","FL","33469     ","  ","05272005"
"L05000053455","FRITZ PROPERTIES, LLC                           ","A","FLAL","           888 EASTWARD CIRCLE                       ","                                          ","ZANESVILLE                  ","OH","43701     ","US","05312005"
"P05000077875","ADULT FAMILY CARE HOME, INC.                    ","A","DOMP","           170 NE 163RD ST                           ","                                          ","MIAMI                       ","FL","33162     ","  ","05272005"
"P05000077925","EARTHLY ENVIRONMENTAL SOLUTIONS INC.            ","A","DOMP","           1165 W. 49 STREET                         ","1097                                      ","HIALEAH                     ","FL","33012     ","  ","05262005"
"P05000077965","TONY SZELTNER'S FLOOR COVERING, INC.            ","A","DOMP","           8441 JOLLY ROGER DRIVE                    ","                                          ","HUDSON                      ","FL","34667     ","US","05252005"
"P05000077975","VICTORIA BRICK AND TILE, CORP                   ","A","DOMP","           122 ISOLA CIR                             ","                                          ","ROYAL PALM BEACH            ","FL","33411     ","  ","05272005"
"P05000078015","POOL SHOOTERS, INC.                             ","A","DOMP","           711 N. 5TH STREET                         ","                                          ","LANTANA                     ","FL","33462     ","  ","05272005"
"P05000078025","JAMAMERICAN BARBQUE AND JERK CENTER, INC        ","A","DOMP","           1980 NW 46 AVE                            ","429                                       ","LAUDERHILL                  ","FL","33313     ","US","05272005"
"P05000078035","MACHETE GROUP INC.                              ","A","DOMP","           1631 NE MIAMI GARDENS DRIVE               ","132                                       ","NORTH MIAMI BEACH           ","FL","33179     ","  ","05262005"
"F05000003165","RASMUSSEN AAKERS, INC.                          ","A","FORP","           15 SALT CREEK LANE                        ","                                          ","HINSDALE                    ","IL","60521     ","  ","05272005"
"P05000077865","PRESTIGE WIRELESS II, INC.                      ","A","DOMP","           10448 114TH TERRACE N.                    ","                                          ","LARGO                       ","FL","33773     ","  ","05272005"
"L05000053475","LIONSTONE DEVELOPMENT, LLC                      ","A","FLAL","           2901 COLLINS AVENUE                       ","C/O LIONSTONE GROUP, INC.                 ","MIAMI BEACH                 ","FL","33140     ","  ","05272005"
"L05000053505","BIONANOMICS, LLC                                ","A","FLAL","           411 WALNUT STREET #3036                   ","                                          ","GREEN COVE SPRINGS          ","FL","32043     ","  ","05272005"
"L05000053515","HAMLET AUTOMOTIVE, LLC                          ","A","FLAL","           126 CHEROKEE DRIVE                        ","                                          ","AUBURNDALE                  ","FL","33823-9444","  ","05232005"
"P05000078005","TRIZZY ENTERPRISES, INC.                        ","A","DOMP","           1261 TIMBERLAND TRAIL                     ","                                          ","ALTAMONTE SPRINGS           ","FL","32714     ","  ","05272005"
"L05000053525","VANTRELLA, LLC                                  ","A","FLAL","           2591 SW HOLLY DALE WAY                    ","                                          ","PALM CITY                   ","FL","34990     ","  ","05232005"
"M05000002895","MEDICAL PARTNERS, LLC                           ","A","FORL","           ONE HEALTHSOUTH PARKWAY                   ","                                          ","BIRMINGHAM                  ","AL","35243     ","  ","05272005"
"L05000053535","TAS ACQUISITIONS, L.L.C.                        ","A","FLAL","           1361 SCARLETT TRAIL                       ","                                          ","NEW SMYRNA BEACH            ","FL","32168     ","  ","05232005"
"P05000078055","BROTHERS CLEANING SERVICE, INC.                 ","A","DOMP","           17394 SW 31 CT                            ","                                          ","MIRAMAR                     ","FL","33029     ","  ","05312005"
"P05000077915","FIRST NATIONAL MONETARY CORP                    ","A","DOMP","           4098 NW 88TH AVE                          ","#104                                      ","SUNRISE                     ","FL","33051     ","  ","05272005"
"P05000077985","FAHIM, BAZ, ALI, & HAKKY, INC.                  ","A","DOMP","           8547 MERRIMOOR BLVD. EAST                 ","                                          ","LARGO                       ","FL","33777     ","US","05272005"
"P05000078085","SHADOW OAKS NURSERY, INC.                       ","A","DOMP","           49 SINCLAIR DRIVE                         ","                                          ","SARASOTA                    ","FL","34240     ","  ","05312005"
"P05000078095","BELL TECHNOLOGY INC.                            ","A","DOMP","           11389 MANDARIN RIDGE LANE                 ","                                          ","JACKSONVILLE                ","FL","32258     ","US","05242005"
"P05000078105","ADVANCED BIOSCIENCE, INC.                       ","A","DOMP","           202 SOUTH WHEELER STREET                  ","                                          ","PLANT CITY                  ","FL","33563     ","US","05312005"
